"North","East","WaterSE","Code","Pt.name","VertPrec"
4099718.522,568618.712,2.109,"echo","3859",0.00844
4099719.002,568618.143,2.109,"echo","3860",0.00839
4099720.078,568617.729,2.115,"echo","3861",0.00839
4099721.074,568617.182,2.106,"echo","3862",0.00839
4099722.353,568616.79,2.118,"echo","3863",0.00838
4099723.406,568616.334,2.114,"echo","3864",0.00838
4099724.334,568615.914,2.117,"echo","3865",0.00838
4099725.588,568615.618,2.113,"echo","3866",0.00838
4099726.615,568615.22,2.132,"echo","3867",0.00839
4099727.56,568615.296,2.122,"echo","3868",0.00839
4099728.633,568615.186,2.1,"echo","3869",0.00846
4099729.437,568614.357,2.109,"echo","3870",0.00839
4099729.839,568613.062,2.132,"echo","3871",0.00849
4099730.024,568611.998,2.114,"echo","3872",0.00846
4099729.769,568610.858,2.114,"echo","3873",0.0084
4099728.676,568609.895,2.12,"echo","3874",0.00842
4099727.501,568609.862,2.12,"echo","3875",0.00841
4099726.271,568609.965,2.125,"echo","3876",0.00841
4099725.287,568610.289,2.128,"echo","3877",0.00841
4099724.31,568610.749,2.113,"echo","3878",0.00841
4099723.063,568611.047,2.116,"echo","3879",0.00841
4099722.089,568611.496,2.116,"echo","3880",0.00841
4099721.187,568612.142,2.118,"echo","3881",0.00841
4099719.876,568612.567,2.116,"echo","3882",0.0084
4099718.779,568613.324,2.121,"echo","3883",0.00841
4099717.795,568613.983,2.119,"echo","3884",0.0084
4099716.894,568614.536,2.121,"echo","3885",0.0084
4099716.089,568615.038,2.121,"echo","3886",0.00841
4099715.271,568615.456,2.117,"echo","3887",0.0084
4099714.472,568615.749,2.125,"echo","3888",0.00845
4099713.58,568615.811,2.126,"echo","3889",0.0084
4099712.757,568615.905,2.115,"echo","3890",0.0084
4099712.064,568616.107,2.112,"echo","3891",0.0084
4099711.298,568616.359,2.123,"echo","3892",0.0084
4099710.784,568615.956,2.117,"echo","3893",0.0084
4099711.814,568615.674,2.118,"echo","3894",0.0084
4099712.974,568615.259,2.108,"echo","3895",0.00845
4099713.825,568614.504,2.123,"echo","3896",0.0084
4099714.99,568613.735,2.118,"echo","3897",0.0084
4099716.052,568612.82,2.129,"echo","3898",0.00842
4099717.079,568611.919,2.121,"echo","3899",0.00841
4099718.212,568611.002,2.121,"echo","3900",0.0084
4099719.032,568610.13,2.121,"echo","3901",0.00853
4099719.766,568609.364,2.13,"echo","3902",0.00858
4099720.528,568608.877,2.127,"echo","3903",0.00859
4099721.512,568608.429,2.107,"echo","3904",0.0086
4099722.334,568607.653,2.137,"echo","3905",0.00862
4099723.07,568607.153,2.129,"echo","3906",0.00863
4099723.523,568606.159,2.123,"echo","3907",0.00864
4099723.517,568605.071,2.12,"echo","3908",0.00865
4099723.283,568604.224,2.12,"echo","3909",0.00865
4099722.682,568603.167,2.116,"echo","3910",0.00866
4099721.757,568602.942,2.128,"echo","3911",0.00867
4099720.315,568602.427,2.129,"echo","3912",0.00868
4099719.18,568602.579,2.119,"echo","3913",0.00868
4099717.879,568602.697,2.122,"echo","3914",0.00869
4099716.582,568602.936,2.13,"echo","3915",0.00869
4099715.573,568603.411,2.113,"echo","3916",0.0087
4099714.359,568603.839,2.129,"echo","3917",0.0087
4099713.38,568604.378,2.134,"echo","3918",0.00871
4099712.532,568605.098,2.119,"echo","3919",0.00871
4099711.584,568605.753,2.116,"echo","3920",0.00872
4099710.456,568606.421,2.127,"echo","3921",0.00872
4099709.371,568607.198,2.121,"echo","3922",0.00872
4099708.081,568607.551,2.12,"echo","3923",0.00872
4099706.937,568608.036,2.118,"echo","3924",0.00873
4099705.784,568608.586,2.119,"echo","3925",0.00873
4099704.586,568608.962,2.112,"echo","3926",0.00887
4099703.421,568609.044,2.12,"echo","3927",0.00873
4099702.479,568608.896,2.117,"echo","3928",0.00874
4099701.68,568609.425,2.113,"echo","3929",0.00874
4099700.763,568609.808,2.11,"echo","3930",0.00874
4099700.006,568609.542,2.108,"echo","3931",0.00874
4099699.095,568609.457,2.127,"echo","3932",0.00874
4099698.775,568609.414,2.115,"echo","3933",0.00875
4099698.157,568609.702,2.127,"echo","3934",0.00875
4099697.47,568610.197,2.122,"echo","3935",0.00875
4099696.852,568610.302,2.119,"echo","3936",0.00875
4099697.685,568610.356,2.118,"echo","3937",0.00875
4099699.069,568609.53,2.115,"echo","3938",0.00876
4099700.702,568608.579,2.117,"echo","3939",0.00876
4099702.481,568607.885,2.13,"echo","3940",0.00876
4099703.95,568607.201,2.127,"echo","3941",0.00876
4099705.782,568606.722,2.118,"echo","3942",0.00876
4099707.088,568606.019,2.13,"echo","3943",0.00876
4099708.534,568605.422,2.129,"echo","3944",0.00876
4099709.748,568604.764,2.124,"echo","3945",0.00876
4099711.038,568604.161,2.117,"echo","3946",0.00876
4099712.265,568603.42,2.116,"echo","3947",0.00876
4099713.461,568602.677,2.106,"echo","3948",0.00876
4099714.658,568601.726,2.125,"echo","3949",0.00876
4099715.8,568600.805,2.135,"echo","3950",0.00876
4099716.927,568600.207,2.108,"echo","3951",0.00876
4099717.251,568599.02,2.134,"echo","3952",0.00877
4099717.309,568597.399,2.107,"echo","3953",0.00886
4099717.013,568595.6,2.114,"echo","3954",0.00877
4099714.909,568592.271,2.078,"echo","3956",0.00878
4099713.162,568591.353,2.107,"echo","3957",0.00878
4099711.172,568590.906,2.125,"echo","3958",0.00878
4099709.246,568590.886,2.109,"echo","3959",0.00878
4099707.747,568591.553,2.107,"echo","3960",0.00878
4099706.243,568592.063,2.122,"echo","3961",0.0089
4099704.856,568592.682,2.12,"echo","3962",0.00878
4099703.382,568593.192,2.122,"echo","3963",0.00879
4099701.986,568593.811,2.122,"echo","3964",0.00878
4099700.374,568594.249,2.122,"echo","3965",0.00878
4099698.97,568594.999,2.118,"echo","3966",0.00878
4099697.688,568595.826,2.121,"echo","3967",0.00878
4099696.184,568596.216,2.121,"echo","3968",0.00878
4099694.905,568596.708,2.119,"echo","3969",0.00878
4099693.773,568597.458,2.12,"echo","3970",0.00878
4099692.467,568597.884,2.117,"echo","3971",0.00878
4099691.098,568598.143,2.109,"echo","3972",0.00878
4099689.855,568598.529,2.117,"echo","3973",0.00878
4099688.771,568598.819,2.117,"echo","3974",0.00878
4099687.77,568599.081,2.106,"echo","3975",0.00878
4099686.523,568599.395,2.113,"echo","3976",0.00878
4099683.835,568598.68,2.109,"echo","3978",0.00878
4099682.762,568597.682,2.108,"echo","3979",0.00878
4099681.828,568597.264,2.111,"echo","3980",0.0088
4099681.286,568596.309,2.113,"echo","3981",0.00879
4099681.922,568595.65,2.112,"echo","3982",0.00878
4099682.87,568594.5,2.102,"echo","3983",0.00889
4099684.38,568593.854,2.115,"echo","3984",0.00878
4099685.862,568593.238,2.107,"echo","3985",0.00878
4099687.404,568592.867,2.114,"echo","3986",0.00878
4099688.758,568592.532,2.112,"echo","3987",0.00878
4099690.152,568592.387,2.108,"echo","3988",0.00878
4099691.717,568592.267,2.123,"echo","3989",0.00878
4099692.972,568591.965,2.116,"echo","3990",0.00877
4099694.141,568591.232,2.124,"echo","3991",0.00878
4099695.596,568590.956,2.116,"echo","3992",0.00878
4099697.135,568590.974,2.127,"echo","3993",0.00878
4099698.507,568590.949,2.118,"echo","3994",0.00878
4099699.754,568590.932,2.121,"echo","3995",0.00878
4099700.917,568590.956,2.118,"echo","3996",0.00878
4099702.396,568591.368,2.117,"echo","3997",0.00878
4099703.66,568591.44,2.115,"echo","3998",0.00878
4099704.792,568591.383,2.124,"echo","3999",0.00878
4099706.13,568591.179,2.115,"echo","4000",0.00879
4099707.698,568591.357,2.117,"echo","4001",0.00888
4099709.3,568591.623,2.118,"echo","4002",0.00878
4099710.831,568591.843,2.125,"echo","4003",0.00878
4099712.177,568591.95,2.123,"echo","4004",0.00878
4099713.383,568592.027,2.119,"echo","4005",0.00878
4099714.48,568592.088,2.12,"echo","4006",0.00878
4099715.551,568592.246,2.121,"echo","4007",0.00878
4099716.746,568592.458,2.111,"echo","4008",0.00878
4099717.987,568592.635,2.123,"echo","4009",0.00878
4099719.148,568592.736,2.11,"echo","4010",0.00888
4099720.224,568592.758,2.111,"echo","4011",0.00878
4099721.395,568592.896,2.113,"echo","4012",0.00879
4099722.434,568592.871,2.129,"echo","4013",0.00879
4099723.664,568592.997,2.12,"echo","4014",0.00878
4099724.872,568592.926,2.125,"echo","4015",0.00879
4099725.854,568592.684,2.124,"echo","4016",0.0088
4099727.152,568592.523,2.113,"echo","4017",0.00879
4099728.149,568592.076,2.114,"echo","4018",0.00889
4099728.983,568591.567,2.125,"echo","4019",0.00879
4099729.988,568591.146,2.124,"echo","4020",0.00879
4099730.889,568590.488,2.124,"echo","4021",0.00879
4099731.718,568589.864,2.121,"echo","4022",0.0088
4099732.494,568589.3,2.124,"echo","4023",0.0088
4099734.203,568588.443,2.114,"echo","4025",0.0088
4099735.126,568587.849,2.115,"echo","4026",0.0088
4099736.015,568587.303,2.109,"echo","4027",0.0088
4099737.368,568587.004,2.126,"echo","4028",0.0088
4099738.638,568586.575,2.103,"echo","4029",0.0088
4099739.958,568585.975,2.112,"echo","4030",0.0088
4099740.987,568585.208,2.119,"echo","4031",0.00894
4099741.982,568584.357,2.125,"echo","4032",0.00881
4099742.707,568583.38,2.131,"echo","4033",0.0088
4099743.346,568582.624,2.117,"echo","4034",0.0088
4099744.153,568582.283,2.115,"echo","4035",0.0088
4099744.692,568581.418,2.118,"echo","4036",0.0088
4099745.187,568580.693,2.111,"echo","4037",0.00881
4099745.614,568580.098,2.099,"echo","4038",0.00881
4099744.829,568579.334,2.115,"echo","4039",0.00881
4099743.889,568579.87,2.11,"echo","4040",0.00881
4099743.091,568581.233,2.109,"echo","4041",0.00881
4099742.004,568582.654,2.118,"echo","4042",0.00882
4099740.638,568583.963,2.136,"echo","4043",0.00882
4099739.416,568585.298,2.115,"echo","4044",0.00882
4099737.907,568586.228,2.101,"echo","4045",0.00884
4099736.385,568586.932,2.125,"echo","4046",0.00882
4099734.726,568587.316,2.117,"echo","4047",0.00882
4099733.374,568587.857,2.126,"echo","4048",0.00882
4099732.225,568588.371,2.129,"echo","4049",0.00882
4099731.114,568588.783,2.125,"echo","4050",0.00882
4099730.145,568589.157,2.123,"echo","4051",0.00882
4099729.245,568589.562,2.137,"echo","4052",0.00884
4099728.381,568590.599,2.119,"echo","4053",0.00891
4099727.123,568590.991,2.122,"echo","4054",0.00883
4099725.816,568591.037,2.121,"echo","4055",0.00883
4099724.578,568590.845,2.124,"echo","4056",0.00883
4099723.272,568590.682,2.122,"echo","4057",0.00883
4099721.874,568590.381,2.125,"echo","4058",0.00883
4099720.402,568590.155,2.136,"echo","4059",0.00883
4099718.939,568590.178,2.133,"echo","4060",0.00883
4099717.392,568590.2,2.131,"echo","4061",0.00883
4099715.824,568590.292,2.115,"echo","4062",0.00883
4099714.383,568590.008,2.106,"echo","4063",0.00883
4099712.884,568589.612,2.118,"echo","4064",0.00883
4099711.188,568589.323,2.102,"echo","4065",0.00884
4099709.538,568588.625,2.106,"echo","4066",0.00884
4099708.195,568588.129,2.12,"echo","4067",0.00884
4099706.646,568587.366,2.119,"echo","4068",0.00884
4099705.175,568587.116,2.098,"echo","4069",0.00884
4099703.466,568587.104,2.129,"echo","4070",0.00884
4099702.032,568587.555,2.103,"echo","4071",0.00884
4099700.44,568588.032,2.116,"echo","4072",0.00883
4099698.798,568588.535,2.125,"echo","4073",0.00908
4099697.25,568589.391,2.117,"echo","4074",0.00884
4099695.615,568590.151,2.12,"echo","4075",0.00884
4099694.076,568591.084,2.113,"echo","4076",0.00884
4099692.359,568591.725,2.115,"echo","4077",0.00884
4099690.746,568592.457,2.116,"echo","4078",0.00884
4099689.035,568592.956,2.12,"echo","4079",0.00884
4099687.401,568593.431,2.115,"echo","4080",0.00884
4099685.778,568593.821,2.114,"echo","4081",0.00886
4099684.175,568594.072,2.112,"echo","4082",0.00884
4099682.541,568594.299,2.107,"echo","4083",0.00891
4099680.963,568594.397,2.113,"echo","4084",0.00884
4099679.399,568594.176,2.117,"echo","4085",0.00884
4099678.234,568594.052,2.114,"echo","4086",0.00884
4099677.071,568593.396,2.12,"echo","4087",0.00884
4099676.231,568592.172,2.114,"echo","4088",0.00891
4099675.461,568591.405,2.113,"echo","4089",0.00884
4099675.18,568590.493,2.121,"echo","4090",0.00886
4099676.169,568590.154,2.122,"echo","4091",0.00884
4099677.6,568590.08,2.112,"echo","4092",0.00884
4099678.996,568589.431,2.118,"echo","4093",0.00884
4099680.731,568589.047,2.106,"echo","4094",0.00892
4099682.338,568588.444,2.105,"echo","4095",0.00884
4099684.155,568588.16,2.111,"echo","4096",0.00885
4099685.689,568587.793,2.113,"echo","4097",0.00885
4099687.349,568587.625,2.107,"echo","4098",0.00885
4099688.956,568587.233,2.135,"echo","4099",0.00885
4099690.618,568586.856,2.108,"echo","4100",0.00885
4099692.272,568586.499,2.123,"echo","4101",0.00885
4099693.648,568586.092,2.119,"echo","4102",0.00885
4099695.157,568585.851,2.117,"echo","4103",0.00885
4099696.569,568585.474,2.116,"echo","4104",0.00885
4099697.73,568585.106,2.124,"echo","4105",0.00885
4099698.975,568585.172,2.106,"echo","4106",0.00886
4099700.289,568584.672,2.117,"echo","4107",0.00886
4099701.258,568584.297,2.113,"echo","4108",0.00892
4099702.066,568583.378,2.097,"echo","4109",0.00886
4099702.388,568582.049,2.104,"echo","4110",0.00893
4099702.104,568580.53,2.114,"echo","4111",0.00886
4099701.231,568579.104,2.117,"echo","4112",0.00886
4099699.95,568578.096,2.095,"echo","4113",0.00886
4099698.463,568577.527,2.094,"echo","4114",0.00886
4099696.739,568577.413,2.126,"echo","4115",0.00917
4099695.211,568577.853,2.089,"echo","4116",0.00887
4099693.617,568578.444,2.128,"echo","4117",0.00887
4099692.166,568579.107,2.11,"echo","4118",0.00887
4099690.816,568580.041,2.111,"echo","4119",0.00887
4099689.265,568580.777,2.116,"echo","4120",0.00887
4099687.776,568581.626,2.119,"echo","4121",0.00887
4099686.122,568582.22,2.118,"echo","4122",0.00887
4099684.602,568582.902,2.112,"echo","4123",0.00887
4099682.97,568583.447,2.122,"echo","4124",0.00888
4099681.465,568584.182,2.116,"echo","4125",0.00888
4099679.805,568584.698,2.104,"echo","4126",0.00888
4099678.505,568585.42,2.117,"echo","4127",0.00888
4099677.072,568585.968,2.102,"echo","4128",0.00888
4099675.566,568586.554,2.109,"echo","4129",0.00888
4099674.031,568587.015,2.113,"echo","4130",0.00888
4099672.561,568587.435,2.109,"echo","4131",0.00888
4099671.31,568587.879,2.116,"echo","4132",0.00888
4099670.214,568588.285,2.125,"echo","4133",0.00888
4099668.975,568588.953,2.104,"echo","4134",0.00888
4099667.452,568589.277,2.09,"echo","4135",0.00888
4099665.903,568588.983,2.098,"echo","4136",0.00888
4099664.624,568588.524,2.103,"echo","4137",0.00889
4099663.585,568588.438,2.106,"echo","4138",0.00889
4099662.954,568587.491,2.121,"echo","4139",0.00891
4099663.504,568586.349,2.101,"echo","4140",0.00889
4099664.896,568585.499,2.112,"echo","4141",0.00889
4099666.383,568584.601,2.099,"echo","4142",0.00889
4099668.101,568583.912,2.124,"echo","4143",0.00889
4099669.89,568583.399,2.096,"echo","4144",0.00889
4099671.701,568582.856,2.114,"echo","4145",0.0089
4099673.209,568582.285,2.106,"echo","4146",0.0089
4099674.885,568581.833,2.106,"echo","4147",0.0089
4099676.203,568581.154,2.109,"echo","4148",0.0089
4099678.107,568580.653,2.1,"echo","4149",0.0089
4099679.862,568579.925,2.113,"echo","4150",0.0089
4099681.384,568578.939,2.083,"echo","4151",0.00895
4099683.009,568577.865,2.122,"echo","4152",0.0089
4099684.157,568576.833,2.117,"echo","4153",0.0089
4099685.705,568575.827,2.117,"echo","4154",0.0089
4099686.754,568574.725,2.115,"echo","4155",0.00891
4099688,568573.65,2.126,"echo","4156",0.00891
4099689.093,568572.728,2.122,"echo","4157",0.00891
4099690.123,568572.415,2.116,"echo","4158",0.00918
4099690.744,568571.38,2.105,"echo","4159",0.00891
4099690.632,568570.132,2.099,"echo","4160",0.00891
4099690.363,568568.678,2.113,"echo","4161",0.00892
4099690.024,568567.404,2.099,"echo","4162",0.00897
4099689.671,568566.279,2.123,"echo","4163",0.00895
4099688.707,568565.173,2.097,"echo","4164",0.00895
4099687.37,568564.69,2.096,"echo","4165",0.00894
4099685.854,568564.571,2.1,"echo","4166",0.00894
4099684.317,568564.859,2.11,"echo","4167",0.00894
4099683.155,568565.654,2.119,"echo","4168",0.00894
4099681.783,568566.365,2.104,"echo","4169",0.00894
4099680.678,568567.399,2.114,"echo","4170",0.00894
4099679.234,568568.191,2.11,"echo","4171",0.00894
4099678.056,568569.197,2.11,"echo","4172",0.00895
4099676.657,568569.982,2.099,"echo","4173",0.00895
4099675.404,568570.919,2.107,"echo","4174",0.00895
4099674.125,568571.758,2.113,"echo","4175",0.00895
4099672.916,568572.562,2.11,"echo","4176",0.00895
4099671.938,568573.553,2.118,"echo","4177",0.00895
4099670.67,568574.305,2.117,"echo","4178",0.00895
4099669.529,568575.049,2.116,"echo","4179",0.00895
4099668.594,568575.793,2.114,"echo","4180",0.00895
4099667.794,568576.485,2.112,"echo","4181",0.00895
4099666.984,568577.48,2.124,"echo","4182",0.00896
4099665.723,568577.871,2.122,"echo","4183",0.00896
4099664.548,568578.223,2.113,"echo","4184",0.00896
4099663.615,568578.631,2.108,"echo","4185",0.00896
4099662.959,568579.197,2.114,"echo","4186",0.00896
4099662.916,568580.212,2.106,"echo","4187",0.00896
4099661.971,568580.48,2.105,"echo","4188",0.00897
4099661.443,568579.339,2.108,"echo","4189",0.00897
4099660.405,568578.598,2.101,"echo","4190",0.00897
4099659.253,568578.259,2.101,"echo","4191",0.00898
4099658.79,568577.157,2.106,"echo","4192",0.009
4099659.388,568575.97,2.102,"echo","4193",0.00904
4099660.583,568574.978,2.123,"echo","4194",0.00932
4099661.71,568573.925,2.102,"echo","4195",0.00906
4099663.076,568573.109,2.104,"echo","4196",0.00907
4099664.387,568572.346,2.12,"echo","4197",0.00939
4099665.96,568571.886,2.106,"echo","4198",0.00908
4099667.577,568571.499,2.112,"echo","4199",0.00909
4099668.984,568570.855,2.096,"echo","4200",0.00899
4099670.75,568570.387,2.111,"echo","4201",0.009
4099672.377,568569.802,2.104,"echo","4202",0.009
4099673.753,568568.964,2.11,"echo","4203",0.00901
4099675.266,568568.159,2.118,"echo","4204",0.00903
4099676.809,568567.378,2.097,"echo","4205",0.00901
4099678.26,568566.485,2.113,"echo","4206",0.00901
4099679.73,568565.452,2.105,"echo","4207",0.00902
4099681.005,568564.316,2.11,"echo","4208",0.00902
4099681.93,568563.13,2.113,"echo","4209",0.00902
4099682.673,568562.219,2.117,"echo","4210",0.00905
4099683.529,568561.794,2.127,"echo","4211",0.00903
4099684.397,568561.658,2.113,"echo","4212",0.00903
4099685.345,568561.683,2.118,"echo","4213",0.00904
4099686.18,568561.474,2.108,"echo","4214",0.00904
4099686.221,568562.075,2.1,"echo","4215",0.00904
4099685.485,568562.819,2.099,"echo","4216",0.00904
4099684.579,568562.298,2.109,"echo","4217",0.00904
4099683.428,568561.445,2.099,"echo","4218",0.00905
4099682.282,568560.469,2.097,"echo","4219",0.00905
4099681.153,568559.325,2.091,"echo","4220",0.00908
4099680.913,568557.824,2.118,"echo","4221",0.00905
4099681.421,568556.713,2.124,"echo","4222",0.00908
4099681.785,568555.927,2.129,"echo","4223",0.00945
4099682.032,568555.18,2.1,"echo","4224",0.00912
4099681.315,568554.661,2.129,"echo","4225",0.00927
4099680.95,568554.347,2.107,"echo","4226",0.00921
4099681.346,568553.868,2.114,"echo","4227",0.00916
4099681.996,568553.648,2.117,"echo","4228",0.00917
4099682.205,568554.027,2.13,"echo","4229",0.00918
4099681.849,568555.246,2.114,"echo","4230",0.00919
4099680.62,568556.086,2.108,"echo","4231",0.0092
4099679.181,568556.877,2.124,"echo","4232",0.00933
4099677.663,568557.435,2.112,"echo","4233",0.00921
4099676.244,568558.022,2.122,"echo","4234",0.00929
4099674.785,568558.628,2.12,"echo","4235",0.00953
4099673.675,568559.377,2.122,"echo","4236",0.00963
4099672.767,568560.15,2.121,"echo","4237",0.00938
4099671.526,568560.865,2.124,"echo","4238",0.0094
4099670.26,568561.824,2.107,"echo","4239",0.00947
4099668.842,568562.671,2.115,"echo","4240",0.00952
4099667.777,568563.613,2.118,"echo","4241",0.00954
4099666.612,568564.627,2.114,"echo","4242",0.00956
4099665.395,568565.521,2.123,"echo","4243",0.00958
4099664.421,568566.408,2.123,"echo","4244",0.0096
4099663.597,568567.236,2.12,"echo","4245",0.00962
4099662.864,568567.974,2.118,"echo","4246",0.00963
4099661.893,568568.531,2.118,"echo","4247",0.00965
4099661.083,568569.131,2.111,"echo","4248",0.00966
4099660.285,568569.385,2.124,"echo","4249",0.00968
4099659.411,568569.656,2.119,"echo","4250",0.0097
4099658.771,568570.657,2.12,"echo","4251",0.00972
4099658.226,568571.334,2.125,"echo","4252",0.00973
4099658.201,568572.161,2.111,"echo","4253",0.00974
4099658.982,568572.442,2.094,"echo","4254",0.00975
4099660.255,568573.289,2.114,"echo","4255",0.00976
4099661.81,568573.744,2.111,"echo","4256",0.00977
4099663.508,568574.322,2.126,"echo","4257",0.00977
4099665.037,568574.622,2.116,"echo","4258",0.00945
4099666.822,568575.398,2.105,"echo","4259",0.00945
4099668.797,568575.85,2.099,"echo","4260",0.00931
4099670.877,568576.531,2.119,"echo","4261",0.0092
4099672.967,568577.25,2.09,"echo","4262",0.00917
4099675.152,568577.936,2.104,"echo","4263",0.0092
4099677.298,568578.882,2.113,"echo","4264",0.00918
4099679.446,568579.914,2.101,"echo","4265",0.00918
4099681.537,568581.149,2.108,"echo","4266",0.00918
4099683.425,568582.71,2.115,"echo","4267",0.00921
4099685.312,568584.256,2.095,"echo","4268",0.00919
4099687.113,568585.916,2.105,"echo","4269",0.00919
4099688.768,568587.592,2.124,"echo","4270",0.00919
4099690.253,568589.337,2.102,"echo","4271",0.00919
4099691.895,568590.751,2.109,"echo","4272",0.00919
4099693.413,568592.426,2.119,"echo","4273",0.0092
4099694.882,568594.067,2.114,"echo","4274",0.0092
4099696.56,568595.307,2.105,"echo","4275",0.0092
4099698.173,568596.751,2.113,"echo","4276",0.0092
4099699.803,568598.067,2.094,"echo","4277",0.0092
4099701.439,568599.629,2.118,"echo","4278",0.0092
4099703.014,568601.176,2.096,"echo","4279",0.0092
4099704.597,568602.774,2.091,"echo","4280",0.00921
4099706.424,568604.062,2.11,"echo","4281",0.00921
4099708.232,568605.461,2.102,"echo","4282",0.00921
4099710.119,568606.662,2.105,"echo","4283",0.00921
4099711.903,568608.117,2.117,"echo","4284",0.00921
4099713.766,568609.28,2.098,"echo","4285",0.00921
4099715.595,568610.66,2.113,"echo","4286",0.00921
4099717.33,568612.143,2.103,"echo","4287",0.00922
4099719.141,568613.521,2.099,"echo","4288",0.00922
4099720.761,568615.112,2.111,"echo","4289",0.00922
4099722.413,568616.459,2.102,"echo","4290",0.00922
4099723.925,568618.037,2.106,"echo","4291",0.00923
4099725.501,568619.457,2.088,"echo","4292",0.00923
4099726.945,568621.196,2.097,"echo","4293",0.00923
4099728.672,568622.619,2.112,"echo","4294",0.00923
4099730.436,568623.933,2.091,"echo","4295",0.00923
4099732.229,568625.452,2.082,"echo","4296",0.00923
4099734.217,568626.541,2.111,"echo","4297",0.00923
4099736.183,568627.54,2.107,"echo","4298",0.00924
4099738.144,568628.389,2.103,"echo","4299",0.00924
4099739.956,568629.607,2.111,"echo","4300",0.00925
4099741.771,568630.551,2.11,"echo","4301",0.00925
4099743.419,568631.791,2.122,"echo","4302",0.00925
4099745.069,568632.829,2.098,"echo","4303",0.00926
4099746.614,568633.983,2.109,"echo","4304",0.00926
4099748.09,568635.181,2.092,"echo","4305",0.00926
4099749.527,568636.535,2.097,"echo","4306",0.00926
4099750.706,568638.152,2.112,"echo","4307",0.00927
4099751.93,568639.859,2.1,"echo","4308",0.0093
4099752.614,568641.837,2.111,"echo","4309",0.0093
4099753.436,568643.821,2.111,"echo","4310",0.00927
4099753.735,568645.934,2.113,"echo","4311",0.00927
4099753.973,568648.034,2.099,"echo","4312",0.00928
4099753.907,568650.135,2.109,"echo","4313",0.00928
4099753.436,568652.121,2.105,"echo","4314",0.00928
4099753.039,568654.144,2.11,"echo","4315",0.00928
4099752.511,568656.058,2.112,"echo","4316",0.00928
4099752.286,568658.13,2.101,"echo","4317",0.00929
4099751.711,568659.89,2.105,"echo","4318",0.00929
4099750.927,568661.463,2.107,"echo","4319",0.00929
4099750.242,568662.853,2.112,"echo","4320",0.00929
4099749.288,568664.18,2.11,"echo","4321",0.00929
4099748.457,568665.17,2.11,"echo","4322",0.0093
4099747.583,568666.516,2.111,"echo","4323",0.0093
4099747.179,568668.12,2.104,"echo","4324",0.0093
4099747.169,568669.523,2.122,"echo","4325",0.0093
4099747.549,568670.647,2.11,"echo","4326",0.0093
4099748.457,568671.665,2.107,"echo","4327",0.00931
4099749.273,568672.8,2.101,"echo","4328",0.00931
4099749.982,568673.775,2.104,"echo","4329",0.00931
4099750.576,568675.009,2.099,"echo","4330",0.00931
4099750.573,568676.397,2.093,"echo","4331",0.00933
4099750.068,568677.554,2.095,"echo","4332",0.00932
4099749.421,568678.371,2.117,"echo","4333",0.00932
4099748.698,568678.521,2.135,"echo","4334",0.00932
4099747.585,568678.76,2.13,"echo","4335",0.00941
4099746.986,568679.392,2.124,"echo","4336",0.00937
4099746.465,568680.194,2.136,"echo","4337",0.0094
4099746.137,568681.004,2.133,"echo","4338",0.00943
4099746.079,568681.971,2.121,"echo","4339",0.00938
4099746.549,568682.845,2.104,"echo","4340",0.00946
4099746.937,568683.673,2.1,"echo","4341",0.00941
4099747.252,568684.482,2.099,"echo","4342",0.00941
4099747.36,568685.493,2.107,"echo","4343",0.00944
4099747.941,568686.454,2.122,"echo","4344",0.00941
4099748.495,568687.632,2.097,"echo","4345",0.00979
4099749.003,568688.769,2.115,"echo","4346",0.00942
4099749.516,568689.777,2.106,"echo","4347",0.00942
4099750.005,568690.702,2.116,"echo","4348",0.00946
4099750.402,568691.666,2.099,"echo","4349",0.00944
4099751.08,568692.654,2.108,"echo","4350",0.00943
4099752.076,568693.564,2.103,"echo","4351",0.00943
4099752.796,568694.524,2.108,"echo","4352",0.00946
4099753.44,568695.647,2.11,"echo","4353",0.00944
4099754.041,568696.858,2.107,"echo","4354",0.00944
4099754.412,568698.066,2.108,"echo","4355",0.00944
4099754.757,568699.162,2.101,"echo","4356",0.00945
4099755.024,568700.28,2.108,"echo","4357",0.00945
4099755.213,568701.545,2.105,"echo","4358",0.00945
4099755.474,568702.831,2.096,"echo","4359",0.00946
4099756.087,568703.935,2.093,"echo","4360",0.00946
4099756.662,568704.989,2.111,"echo","4361",0.00949
4099757.157,568705.985,2.095,"echo","4362",0.00947
4099757.605,568706.933,2.095,"echo","4363",0.00947
4099757.945,568707.965,2.093,"echo","4364",0.00947
4099758.435,568708.975,2.101,"echo","4365",0.00948
4099759.022,568709.847,2.112,"echo","4366",0.00948
4099759.563,568710.752,2.113,"echo","4367",0.00948
4099760.102,568711.718,2.119,"echo","4368",0.00948
4099760.834,568712.539,2.102,"echo","4369",0.00949
4099761.45,568713.421,2.109,"echo","4370",0.00952
4099762.046,568714.267,2.099,"echo","4371",0.00949
4099762.622,568715.054,2.116,"echo","4372",0.0095
4099763.165,568715.819,2.102,"echo","4373",0.0095
4099763.687,568716.61,2.122,"echo","4374",0.00955
4099764.374,568717.31,2.123,"echo","4375",0.01001
4099764.958,568718.054,2.13,"echo","4376",0.00979
4099765.426,568719.008,2.107,"echo","4377",0.00962
4099765.94,568719.836,2.107,"echo","4378",0.00966
