"North","East","BedSE","Code","Pt.name","VertPrec"
4099844.038,568760.736,3.133,"echo","5316",0.01501
4099845.012,568760.781,3.1,"echo","5317",0.01487
4099845.531,568760.074,3.107,"echo","5318",0.01496
4099845.914,568759.284,3.157,"echo","5319",0.01497
4099846.252,568758.64,3.203,"echo","5320",0.01516
4099846.249,568759.076,3.228,"echo","5321",0.01742
4099846.492,568759.976,3.165,"echo","5322",0.01591
4099847.043,568761.078,3.144,"echo","5323",0.01581
4099847.299,568762.126,3.156,"echo","5324",0.01485
4099847.525,568763.186,3.102,"echo","5325",0.01489
4099847.684,568764.552,3.111,"echo","5326",0.01585
4099847.419,568765.583,3.127,"echo","5327",0.01587
4099847.133,568766.472,3.125,"echo","5328",0.01588
4099846.98,568767.411,3.077,"echo","5329",0.01589
4099846.783,568768.598,3.095,"echo","5330",0.01601
4099845.918,568770.462,3.29,"echo","5332",0.01697
4099845.312,568771.228,3.297,"echo","5333",0.01655
4099845.156,568772.092,3.266,"echo","5334",0.01522
4099844.433,568772.818,3.27,"echo","5335",0.01581
4099843.576,568772.766,3.25,"echo","5336",0.01656
4099842.671,568771.203,3.395,"echo","5337",0.02326
4099843.111,568770.209,3.39,"echo","5338",0.02467
4099844.032,568769.309,3.201,"echo","5339",0.02443
4099844.67,568768.837,3.059,"echo","5340",0.01526
4099845.772,568769.21,3.153,"echo","5341",0.01469
4099846.576,568769.757,3.204,"echo","5342",0.01483
4099847.743,568769.867,3.236,"echo","5343",0.01458
4099848.488,568769.176,3.127,"echo","5344",0.01462
4099849.305,568768.341,3.068,"echo","5345",0.01468
4099850.235,568767.365,3.107,"echo","5346",0.01474
4099851.024,568766.3,3.13,"echo","5347",0.01486
4099851.844,568765.392,3.158,"echo","5348",0.0152
4099852.415,568764.608,3.137,"echo","5349",0.01525
4099852.315,568763.808,3.132,"echo","5350",0.01547
4099852.342,568762.962,3.211,"echo","5351",0.01556
4099852.97,568762.395,3.159,"echo","5352",0.01561
4099853.84,568763.022,3.209,"echo","5353",0.01554
4099854.836,568763.144,3.223,"echo","5354",0.01561
4099855.864,568763.247,3.215,"echo","5355",0.01567
4099856.746,568763.167,3.221,"echo","5356",0.01574
4099857.476,568762.735,3.256,"echo","5357",0.01592
4099858.378,568762.892,3.246,"echo","5358",0.01582
4099859.089,568763.683,3.242,"echo","5359",0.01598
4099858.97,568764.739,3.226,"echo","5360",0.01599
4099859.191,568765.979,3.156,"echo","5361",0.01608
4099859.247,568767.178,3.12,"echo","5362",0.01606
4099859.096,568768.497,3.147,"echo","5363",0.01601
4099859.1,568769.672,3.137,"echo","5364",0.01613
4099859.179,568770.732,3.059,"echo","5365",0.01603
4099859.307,568771.703,3.046,"echo","5366",0.01624
4099859.424,568772.609,2.979,"echo","5367",0.01606
4099859.492,568773.429,2.989,"echo","5368",0.01608
4099859.006,568773.835,2.98,"echo","5369",0.01502
4099858.647,568774.325,3.062,"echo","5370",0.01502
4099858.895,568775.338,3.089,"echo","5371",0.0152
4099859.575,568775.809,3.263,"echo","5372",0.01512
4099860.423,568776.093,3.238,"echo","5373",0.0154
4099861.043,568776.835,3.28,"echo","5374",0.01526
4099862.009,568777.22,3.236,"echo","5375",0.01589
4099862.753,568776.8,3.212,"echo","5376",0.01566
4099863.839,568776.213,3.087,"echo","5377",0.01518
4099864.938,568775.54,2.979,"echo","5378",0.0152
4099866.134,568774.625,2.973,"echo","5379",0.01506
4099866.91,568773.746,2.998,"echo","5380",0.01507
4099867.578,568772.958,3.035,"echo","5381",0.01508
4099867.968,568772.284,3.059,"echo","5382",0.01508
4099868.103,568771.742,3.056,"echo","5383",0.01516
4099868.356,568770.971,3.092,"echo","5384",0.01521
4099868.497,568770.289,3.098,"echo","5385",0.01502
4099868.959,568769.508,3.121,"echo","5386",0.01504
4099869.673,568769.3,3.101,"echo","5387",0.01512
4099870.622,568769.215,3.119,"echo","5388",0.01509
4099871.557,568769.148,3.183,"echo","5389",0.01516
4099872.423,568768.783,3.194,"echo","5390",0.01563
4099873.352,568769.298,3.219,"echo","5391",0.01572
4099872.882,568769.928,3.194,"echo","5392",0.0159
4099872.487,568770.869,3.144,"echo","5393",0.01595
4099871.952,568771.881,3.069,"echo","5394",0.016
4099871.391,568772.871,3.067,"echo","5395",0.0159
4099870.988,568773.784,3.014,"echo","5396",0.01594
4099870.737,568774.634,2.994,"echo","5397",0.01598
4099870.574,568775.423,2.967,"echo","5398",0.01601
4099870.453,568776.152,2.965,"echo","5399",0.01606
4099870.098,568776.56,2.981,"echo","5400",0.0161
4099869.502,568776.618,2.972,"echo","5401",0.01508
4099869.119,568777.463,3.021,"echo","5402",0.0152
4099869.379,568778.374,3.037,"echo","5403",0.01521
4099869.965,568779.099,3.046,"echo","5404",0.01528
4099870.425,568779.823,3.086,"echo","5405",0.01546
4099870.882,568780.524,3.206,"echo","5406",0.01589
4099871.726,568780.997,3.128,"echo","5407",0.01566
4099872.856,568781.08,3.187,"echo","5408",0.01519
4099874.158,568780.972,3.016,"echo","5409",0.01521
4099875.409,568780.472,2.997,"echo","5410",0.01539
4099876.663,568779.67,3.021,"echo","5411",0.01524
4099877.463,568778.82,3.046,"echo","5412",0.01526
4099878.099,568778.042,3.021,"echo","5413",0.01525
4099878.813,568777.32,3.012,"echo","5414",0.0153
4099879.533,568776.419,3.061,"echo","5415",0.01534
4099879.861,568775.569,3.104,"echo","5416",0.0154
4099879.792,568774.983,3.102,"echo","5417",0.01542
4099880.012,568774.169,3.099,"echo","5418",0.01545
4099880.581,568773.52,3.145,"echo","5419",0.01548
4099881.014,568772.914,3.126,"echo","5420",0.01532
4099881.174,568772.12,3.238,"echo","5421",0.01546
4099881.461,568771.829,3.182,"echo","5422",0.01542
4099882.068,568771.879,3.158,"echo","5423",0.01614
4099882.624,568772.424,3.145,"echo","5424",0.01617
4099883.34,568772.894,3.15,"echo","5425",0.01635
4099883.596,568772.662,3.088,"echo","5426",0.01622
4099883.911,568772.092,3.175,"echo","5427",0.01639
4099884.011,568771.968,3.271,"echo","5428",0.01694
4099884.047,568772.203,3.2,"echo","5429",0.01554
4099883.517,568772.827,3.126,"echo","5430",0.01518
4099882.795,568773.705,3.18,"echo","5431",0.01525
4099882.175,568774.714,3.107,"echo","5432",0.0152
4099881.521,568775.794,3.101,"echo","5433",0.01559
4099881.082,568776.894,3.047,"echo","5434",0.01625
4099880.663,568777.886,3.09,"echo","5435",0.01585
4099880.297,568778.784,3.033,"echo","5436",0.01589
4099879.865,568779.43,3.112,"echo","5437",0.01512
4099879.296,568779.704,3.074,"echo","5438",0.01526
4099878.809,568780.304,3.015,"echo","5439",0.01513
4099878.377,568781.026,3.01,"echo","5440",0.01531
4099878.128,568781.63,3.036,"echo","5441",0.01522
4099878.021,568782.183,3.048,"echo","5442",0.01522
4099878.045,568782.864,3.086,"echo","5443",0.01529
4099878.107,568783.372,3.148,"echo","5444",0.01547
4099878.125,568783.527,3.153,"echo","5445",0.01526
4099878.12,568783.445,3.138,"echo","5446",0.01526
4099874.625,568781.334,3.136,"echo","5500",0.01221
4099874.654,568781.291,3.101,"echo","5501",0.01221
4099874.725,568781.264,3.124,"echo","5502",0.01236
4099874.864,568781.249,3.101,"echo","5503",0.01227
4099875.067,568781.239,3.198,"echo","5504",0.01222
4099875.227,568781.169,3.182,"echo","5505",0.01222
4099875.367,568780.984,3.056,"echo","5506",0.01222
4099875.554,568780.756,3.021,"echo","5507",0.01237
4099875.767,568780.407,3.033,"echo","5508",0.01223
4099876.022,568780.039,3.033,"echo","5509",0.01222
4099876.041,568779.652,3.043,"echo","5510",0.01257
4099875.896,568779.311,3.036,"echo","5511",0.01225
4099875.514,568779.075,3.028,"echo","5512",0.01225
4099874.979,568779.186,3.014,"echo","5513",0.01225
4099874.183,568779.29,3.006,"echo","5514",0.01226
4099873.193,568779.242,3.028,"echo","5515",0.01226
4099872.244,568779.081,3.089,"echo","5516",0.01225
4099871.461,568778.915,3.014,"echo","5517",0.01226
4099871.456,568778.321,3.017,"echo","5518",0.01259
4099871.764,568779.064,3.027,"echo","5519",0.01259
4099872.404,568779.793,3.026,"echo","5520",0.01225
4099873.474,568779.892,3.016,"echo","5521",0.01236
4099874.493,568780.078,2.981,"echo","5522",0.01258
4099875.449,568780.469,3.001,"echo","5523",0.01237
4099876.551,568780.958,2.998,"echo","5524",0.0128
4099877.723,568781.654,3.048,"echo","5525",0.01308
4099878.556,568782.393,3.049,"echo","5526",0.01254
4099879.318,568782.986,3.115,"echo","5527",0.01278
4099880.229,568783.442,3.114,"echo","5528",0.01224
4099881.269,568783.51,3.124,"echo","5529",0.01238
4099882.222,568783.656,3.11,"echo","5530",0.0123
4099883.007,568783.587,3.088,"echo","5531",0.0124
4099883.938,568783.578,3.077,"echo","5532",0.01233
4099884.809,568783.804,3.004,"echo","5533",0.01246
4099885.493,568784.454,3.031,"echo","5534",0.01237
4099885.982,568785.217,3.102,"echo","5535",0.01294
4099886.448,568785.862,3.117,"echo","5536",0.01302
4099886.938,568786.455,3.08,"echo","5537",0.01427
4099887.252,568787.158,3.118,"echo","5538",0.01213
4099887.628,568787.966,3.244,"echo","5539",0.01228
4099888.291,568788.6,3.198,"echo","5540",0.01236
4099889.053,568788.878,3.24,"echo","5541",0.01282
4099889.86,568789.114,3.231,"echo","5542",0.01349
4099890.584,568789.199,3.259,"echo","5543",0.0133
4099890.742,568788.81,3.205,"echo","5544",0.01403
4099890.884,568788.114,3.075,"echo","5545",0.01268
4099891.229,568787.38,3.104,"echo","5546",0.01258
4099891.546,568786.879,3.001,"echo","5547",0.01247
4099892.234,568786.287,3.077,"echo","5548",0.01275
4099893.024,568786.005,3.108,"echo","5549",0.01256
4099893.648,568785.794,3.2,"echo","5550",0.01248
4099893.937,568786.094,3.193,"echo","5551",0.0125
4099893.534,568786.342,3.133,"echo","5552",0.01278
4099892.765,568786.493,2.961,"echo","5553",0.01254
4099892.978,568786.631,3.02,"echo","5554",0.01264
4099893.311,568787.175,3.024,"echo","5555",0.01263
4099893.654,568787.881,3.147,"echo","5556",0.01311
4099893.988,568788.554,3.139,"echo","5557",0.01283
4099894.309,568789.118,3.051,"echo","5558",0.01286
4099894.747,568789.386,3.941,"echo","5559",0.013
4099895.057,568789.815,4.004,"echo","5560",0.01386
4099894.964,568790.201,3.76,"echo","5561",0.01407
4099895.149,568789.793,3.686,"echo","5562",0.01398
4099895.211,568789.031,3.947,"echo","5563",0.01415
4099894.436,568788.534,3.087,"echo","5564",0.01432
4099893.598,568787.836,3.192,"echo","5565",0.01551
4099892.787,568787.107,3.046,"echo","5566",0.01453
4099892.177,568786.693,3.035,"echo","5567",0.01369
4099891.77,568785.825,3.057,"echo","5568",0.01263
4099892.302,568785.24,3.105,"echo","5569",0.01252
4099893.407,568784.746,3.181,"echo","5570",0.01246
4099894.683,568784.718,3.157,"echo","5571",0.01257
4099896.155,568784.73,3.14,"echo","5572",0.01292
4099897.537,568785.084,3.117,"echo","5573",0.01328
4099898.752,568785.655,3.125,"echo","5574",0.01387
4099899.559,568786.313,3.181,"echo","5575",0.01351
4099900.385,568787.05,3.127,"echo","5576",0.01364
4099901.443,568787.378,3.126,"echo","5577",0.01373
4099902.456,568787.914,3.12,"echo","5578",0.01381
4099903.134,568788.602,3.088,"echo","5579",0.01436
4099903.788,568789.134,3.125,"echo","5580",0.01423
4099904.441,568789.639,3.113,"echo","5581",0.01461
4099905.139,568790.143,3.112,"echo","5582",0.01434
4099905.829,568790.495,3.121,"echo","5583",0.01491
4099906.52,568790.793,3.095,"echo","5584",0.01432
4099907.283,568790.808,3.092,"echo","5585",0.01443
4099908.152,568790.755,3.073,"echo","5586",0.01446
4099909.043,568791.039,3.076,"echo","5587",0.01461
4099909.838,568791.301,3.184,"echo","5588",0.01327
4099910.593,568791.545,3.188,"echo","5589",0.01364
4099911.255,568791.764,3.185,"echo","5590",0.01474
4099911.67,568792.263,3.225,"echo","5591",0.01474
4099912.055,568792.862,3.225,"echo","5592",0.01539
4099912.922,568793.427,3.312,"echo","5593",0.01573
4099913.515,568793.731,3.399,"echo","5594",0.01614
4099913.726,568793.913,3.506,"echo","5595",0.01671
4099913.929,568794.233,3.516,"echo","5596",0.01359
4099913.911,568794.538,3.53,"echo","5597",0.01564
4099913.549,568794.687,3.419,"echo","5598",0.01543
4099913.191,568794.837,3.488,"echo","5599",0.0154
4099913.356,568794.66,3.417,"echo","5600",0.01555
4099913.39,568794.205,3.407,"echo","5601",0.01579
4099913.414,568793.367,3.337,"echo","5602",0.01621
4099913.279,568792.49,3.302,"echo","5603",0.01512
4099913.795,568792.056,3.344,"echo","5604",0.01579
4099914.645,568792.143,3.39,"echo","5605",0.01606
4099915.788,568791.833,3.638,"echo","5606",0.01599
4099916.657,568791.423,3.482,"echo","5607",0.01587
4099917.722,568791.511,3.23,"echo","5608",0.01595
4099917.989,568792.428,3.222,"echo","5609",0.01644
4099917.948,568793.299,3.41,"echo","5610",0.01619
4099917.797,568794.075,3.526,"echo","5611",0.01539
4099918.036,568794.98,3.849,"echo","5612",0.01598
4099918.553,568795.382,3.814,"echo","5613",0.01791
4099918.91,568795.93,3.796,"echo","5614",0.01702
4099919.338,568796.386,3.743,"echo","5615",0.01716
4099919.764,568796.687,3.695,"echo","5616",0.01833
4099920.29,568796.693,3.65,"echo","5617",0.02455
4099921.041,568796.601,3.599,"echo","5618",0.01793
4099921.872,568796.849,3.627,"echo","5619",0.01799
4099922.522,568797.438,3.624,"echo","5620",0.01803
4099923.475,568797.819,3.56,"echo","5621",0.01838
4099924.203,568797.982,3.194,"echo","5622",0.0139
4099924.059,568798.323,3.16,"echo","5623",0.01597
4099924.014,568798.771,3.59,"echo","5624",0.01619
4099923.847,568799.162,3.651,"echo","5625",0.01521
4099923.583,568799.273,3.603,"echo","5626",0.0165
4099923.399,568798.857,3.578,"echo","5627",0.01687
4099924.044,568798.512,3.643,"echo","5628",0.01755
4099924.722,568798.15,3.424,"echo","5629",0.01776
4099925.682,568797.756,3.368,"echo","5630",0.01885
4099926.307,568797.045,3.584,"echo","5631",0.01759
4099926.951,568796.415,3.447,"echo","5632",0.01938
4099927.766,568795.754,3.436,"echo","5633",0.01619
4099928.777,568795.496,3.34,"echo","5634",0.01668
4099929.639,568795.614,3.399,"echo","5635",0.01628
4099930.099,568796.094,3.378,"echo","5636",0.01597
4099930.381,568796.628,3.427,"echo","5637",0.01607
4099930.355,568796.567,3.343,"echo","5638",0.01727
4099930.983,568796.875,3.332,"echo","5639",0.01927
4099931.457,568796.957,3.327,"echo","5640",0.02192
4099931.686,568797.417,3.333,"echo","5641",0.01698
4099931.697,568798.135,3.2,"echo","5642",0.01797
4099931.574,568798.517,3.113,"echo","5643",0.01762
4099931.418,568798.731,3.09,"echo","5644",0.01772
4099931.684,568799.113,3.084,"echo","5645",0.02443
4099932.048,568798.541,3.126,"echo","5646",0.02073
4099932.743,568798.124,3.24,"echo","5647",0.02089
4099933.433,568797.705,3.197,"echo","5648",0.02134
4099933.952,568797.208,3.184,"echo","5649",0.0219
4099934.823,568796.977,3.185,"echo","5650",0.0163
4099935.785,568797.132,3.088,"echo","5651",0.01762
4099936.662,568797.477,3.079,"echo","5652",0.01632
4099937.294,568797.993,3.076,"echo","5653",0.01637
4099937.792,568798.555,3.077,"echo","5654",0.01587
4099938.098,568799.169,3.039,"echo","5655",0.01631
4099938.063,568799.895,3.51,"echo","5656",0.01771
4099937.916,568800.496,3.088,"echo","5657",0.01711
4099937.486,568800.897,3.14,"echo","5658",0.0147
4099937.319,568801.055,3.078,"echo","5659",0.01459
4099937.01,568801.377,3.137,"echo","5660",0.01524
4099936.709,568801.521,3.111,"echo","5661",0.01538
4099936.737,568801.903,3.07,"echo","5662",0.019
4099936.429,568802.039,3.134,"echo","5663",0.01973
4099936.113,568802.297,3.118,"echo","5664",0.02387
4099936.171,568802.443,3.056,"echo","5665",0.02499
4099936.683,568802.519,3.101,"echo","5666",0.02764
4099938.264,568800.941,3.044,"echo","5668",0.02037
4099938.633,568800.715,3.03,"echo","5669",0.01772
4099939.046,568800.268,3.024,"echo","5670",0.01903
4099939.941,568800.321,3.063,"echo","5671",0.01642
4099940.811,568800.515,3.111,"echo","5672",0.01629
4099941.457,568800.443,3.093,"echo","5673",0.01648
4099942.089,568800.458,3.077,"echo","5674",0.01491
4099942.785,568800.55,3.066,"echo","5675",0.01759
4099943.205,568800.734,3.096,"echo","5676",0.01805
4099943.697,568801.206,3.12,"echo","5677",0.01655
4099943.995,568801.449,3.11,"echo","5678",0.01661
4099944.078,568801.58,3.133,"echo","5679",0.01666
4099944.199,568801.882,3.086,"echo","5680",0.0167
4099944.172,568802.234,3.828,"echo","5681",0.01722
4099944.16,568802.597,3.918,"echo","5682",0.01717
4099943.994,568802.886,3.812,"echo","5683",0.01701
4099943.874,568802.949,4.011,"echo","5684",0.01475
4099944.27,568802.626,3.901,"echo","5685",0.0145
4099944.223,568801.864,3.738,"echo","5686",0.01554
4099944.108,568800.993,3.123,"echo","5687",0.01618
4099944.033,568800.237,3.162,"echo","5688",0.01527
4099944.088,568799.168,3.028,"echo","5689",0.01548
4099945.061,568798.593,4.218,"echo","5690",0.01555
4099946.151,568798.339,4.089,"echo","5691",0.01576
4099947.115,568798.134,3.723,"echo","5692",0.01542
4099948.217,568797.923,4.057,"echo","5693",0.01654
4099949.126,568798.093,3.88,"echo","5694",0.01609
4099949.997,568798.513,3.681,"echo","5695",0.01628
4099950.988,568798.96,3.872,"echo","5696",0.01668
4099951.893,568799.151,3.508,"echo","5697",0.0174
4099953.005,568799.559,3.558,"echo","5698",0.01763
4099954.064,568799.723,4.154,"echo","5699",0.01916
4099954.941,568799.71,4.171,"echo","5700",0.01961
4099955.731,568799.899,3.906,"echo","5701",0.02119
4099956.25,568799.837,3.89,"echo","5702",0.0215
4099956.671,568799.408,3.984,"echo","5703",0.01873
4099957.276,568798.956,3.879,"echo","5704",0.02
4099958.208,568799.019,4.093,"echo","5705",0.02224
4099959.398,568799.279,3.921,"echo","5706",0.02247
4099960.66,568799.443,3.865,"echo","5707",0.02277
4099961.796,568799.378,3.831,"echo","5708",0.02277
4099962.726,568799.089,3.994,"echo","5709",0.01904
4099963.603,568798.664,3.938,"echo","5710",0.01922
4099964.639,568798.377,3.929,"echo","5711",0.01931
4099965.565,568798.097,4.009,"echo","5712",0.01965
4099966.509,568797.83,3.042,"echo","5713",0.02145
4099967.496,568797.575,3.087,"echo","5714",0.02237
4099968.36,568797.042,3.102,"echo","5715",0.02015
4099969.231,568796.547,3.077,"echo","5716",0.0194
4099970.176,568796.379,3.084,"echo","5717",0.01938
4099971.072,568796.508,3.114,"echo","5718",0.01952
4099971.783,568796.824,3.094,"echo","5719",0.01906
4099972.481,568797.165,3.564,"echo","5720",0.01935
4099973.442,568797.443,3.594,"echo","5721",0.02214
4099974.101,568797.626,3.126,"echo","5722",0.02156
4099974.362,568797.901,3.083,"echo","5723",0.02176
4099974.429,568798.514,3.065,"echo","5724",0.02249
4099974.316,568798.987,3.9,"echo","5725",0.01969
4099974.34,568799.278,3.966,"echo","5726",0.01978
4099974.239,568799.553,3.739,"echo","5727",0.02397
4099973.549,568797.694,3.046,"echo","5734",0.02113
4099973.921,568796.979,3.057,"echo","5735",0.02148
4099974.559,568796.107,3.07,"echo","5736",0.02178
4099975.436,568795.629,3.054,"echo","5737",0.02286
4099976.43,568795.131,3.046,"echo","5738",0.01911
4099977.343,568795.013,3.638,"echo","5739",0.01928
4099978.03,568795.136,3.095,"echo","5740",0.01963
4099978.401,568795.873,4.093,"echo","5741",0.02006
4099978.969,568796.451,3.756,"echo","5742",0.02102
4099979.623,568796.843,3.82,"echo","5743",0.02158
4099980.123,568796.403,4.149,"echo","5744",0.02166
4099980.777,568796.903,3.902,"echo","5745",0.02197
4099981.422,568797.128,4.014,"echo","5746",0.0227
4099982.068,568796.855,3.986,"echo","5747",0.02371
4099982.976,568796.861,4.012,"echo","5748",0.02431
4099983.889,568796.852,4.119,"echo","5749",0.02176
4099984.69,568796.73,3.953,"echo","5750",0.01934
4099985.428,568796.577,4.206,"echo","5751",0.02419
4099986.274,568796.558,4.196,"echo","5752",0.02433
4099987.203,568796.531,3.811,"echo","5753",0.02445
4099987.927,568796.279,3.167,"echo","5754",0.02918
4099990.806,568795.374,3.276,"echo","5758",0.02935
4099991.234,568795.662,3.302,"echo","5759",0.02618
4099991.56,568796.135,3.206,"echo","5760",0.0268
4099992.154,568796.561,3.161,"echo","5765",0.02815
4099992.579,568796.034,3.17,"echo","5766",0.02797
4099993.219,568795.697,3.117,"echo","5767",0.02811
4099993.928,568796.277,3.115,"echo","5768",0.02831
4099994.678,568796.927,3.195,"echo","5769",0.02845
4099996.616,568797.907,3.38,"echo","5772",0.02768
4100004.228,568799.82,3.431,"echo","5790",0.0233
4100004.528,568799.919,3.454,"echo","5791",0.02437
4100004.766,568799.809,3.451,"echo","5792",0.02466
4100005.21,568799.287,3.447,"echo","5793",0.0268
4100005.886,568799.213,3.504,"echo","5794",0.0272
4100006.326,568800.059,3.539,"echo","5797",0.02346
4100005.767,568800.234,3.456,"echo","5798",0.0227
4100005.34,568800.469,3.453,"echo","5799",0.02303
4100004.863,568798.881,3.415,"echo","5803",0.02661
4100005.079,568799.257,3.45,"echo","5804",0.02355
4100005.644,568799.494,3.464,"echo","5805",0.02257
4100006.112,568799.66,3.519,"echo","5806",0.02257
4100006.775,568799.969,3.543,"echo","5807",0.02473
4100007.381,568800.225,3.67,"echo","5808",0.02824
4100007.995,568800.374,3.612,"echo","5809",0.02571
4100008.527,568800.359,3.654,"echo","5810",0.02614
4100009.224,568800.25,3.594,"echo","5811",0.02953
4100012.779,568797.688,3.872,"echo","5817",0.02899
4100013.541,568797.903,4.062,"echo","5818",0.02922
4100014.455,568798.467,4.031,"echo","5819",0.02795
4100015.344,568798.746,4.025,"echo","5820",0.02576
4100016.327,568798.918,4.24,"echo","5821",0.02552
4100019.793,568797.852,3.182,"echo","5825",0.02894
4100020.117,568797.812,3.873,"echo","5826",0.02909
4100020.109,568798.313,3.839,"echo","5827",0.02886
4100020.56,568799.25,4.099,"echo","5828",0.02906
4100020.178,568800.359,3.136,"echo","5829",0.02913
4100019.934,568801.407,3.163,"echo","5830",0.0265
4100019.478,568802.115,3.306,"echo","5831",0.02959
4100025.606,568804.31,3.177,"echo","5835",0.02561
4100025.628,568803.685,3.144,"echo","5836",0.02553
4100025.511,568803.19,3.109,"echo","5837",0.01966
4100025.11,568803.202,3.113,"echo","5838",0.02288
4100024.516,568803.543,3.068,"echo","5839",0.01884
4100024.323,568803.683,3.076,"echo","5840",0.02303
4100024.138,568803.814,3.202,"echo","5841",0.02303
4100023.637,568803.61,3.1,"echo","5842",0.02318
4100023.146,568802.827,3.211,"echo","5843",0.02424
4100022.414,568802.072,3.336,"echo","5844",0.02518
4100021.617,568801.755,3.295,"echo","5845",0.02423
4100021.018,568801.5,3.285,"echo","5846",0.02417
4100020.461,568801.069,3.24,"echo","5847",0.02444
4100020.491,568800.369,3.149,"echo","5848",0.02529
4100021.311,568800.383,3.149,"echo","5849",0.02484
4100022.227,568799.925,3.107,"echo","5850",0.02469
4100023.647,568799.986,3.115,"echo","5851",0.02533
4100024.825,568799.782,3.181,"echo","5852",0.0251
4100025.821,568799.522,3.134,"echo","5853",0.02556
4100026.654,568799.214,3.196,"echo","5854",0.02549
4100027.327,568798.895,3.122,"echo","5855",0.0256
4100027.492,568798.187,3.105,"echo","5856",0.02571
4100027.368,568797.229,3.073,"echo","5857",0.02969
4100027.18,568796.678,3.581,"echo","5858",0.02844
4100027.087,568795.755,4.043,"echo","5859",0.02884
4100027.159,568794.765,3.702,"echo","5860",0.02915
4100018.301,568797.804,3.898,"echo","5870",0.02976
4100017.005,568797.668,4.033,"echo","5871",0.02984
4100008.33,568799.258,3.324,"echo","5879",0.02872
4100007.342,568799.054,3.404,"echo","5880",0.02939
4100006.42,568799.107,3.462,"echo","5881",0.0297
4100005.555,568798.502,3.456,"echo","5882",0.02998
4099993.587,568795.583,3.129,"echo","5895",0.02954
4099975.632,568794.513,2.997,"echo","5910",0.02514
4099974.478,568794.784,3.02,"echo","5911",0.02622
4099973.405,568795.006,3.062,"echo","5912",0.02748
4099972.059,568794.961,3.038,"echo","5913",0.0266
4099970.898,568795.084,3.099,"echo","5914",0.0294
4099969.92,568795.332,3.081,"echo","5915",0.02997
4099968.809,568795.483,3.075,"echo","5916",0.02875
4099967.671,568795.793,3.089,"echo","5917",0.02698
4099955.408,568797.842,3.065,"echo","5929",0.02842
4099954.559,568798.028,3.479,"echo","5930",0.02856
4099953.654,568798.155,4.003,"echo","5931",0.02235
4099952.66,568797.935,3.818,"echo","5932",0.02886
4099951.649,568797.779,4.153,"echo","5933",0.02321
4099950.647,568797.509,3.542,"echo","5934",0.02873
4099949.921,568797.057,4.08,"echo","5935",0.02879
4099949.127,568796.546,4.07,"echo","5936",0.01788
4099948.319,568796.67,4.111,"echo","5937",0.01759
4099947.425,568796.917,4.121,"echo","5938",0.01797
4099946.534,568797.309,4.03,"echo","5939",0.01956
4099945.664,568797.843,4.054,"echo","5940",0.02001
4099944.792,568798.224,3.813,"echo","5941",0.01967
4099943.966,568798.516,3.94,"echo","5942",0.01967
4099943.182,568798.749,4.038,"echo","5943",0.02053
4099942.195,568799.107,4.09,"echo","5944",0.02095
4099941.249,568799.161,3.585,"echo","5945",0.01918
4099940.429,568798.897,3.481,"echo","5946",0.01591
4099939.507,568798.695,3.685,"echo","5947",0.01593
4099938.586,568797.99,3.709,"echo","5948",0.01626
4099937.673,568797.37,3.045,"echo","5949",0.01606
4099936.746,568796.679,3.074,"echo","5950",0.01608
4099935.972,568795.888,3.145,"echo","5951",0.01595
4099935.106,568795.926,3.197,"echo","5952",0.01737
4099933.955,568795.702,3.207,"echo","5953",0.01705
4099932.792,568795.624,3.228,"echo","5954",0.01729
4099931.511,568795.208,3.247,"echo","5955",0.0174
4099930.332,568794.874,3.244,"echo","5956",0.01741
4099929.207,568794.763,3.257,"echo","5957",0.01762
4099927.774,568794.213,3.207,"echo","5958",0.01767
4099926.321,568794.301,3.204,"echo","5959",0.01779
4099924.777,568794.058,3.192,"echo","5960",0.01789
4099923.328,568794.043,3.232,"echo","5961",0.01799
4099922.043,568794.012,3.268,"echo","5962",0.01808
4099921.056,568794.209,3.314,"echo","5963",0.01593
4099920.342,568794.811,3.397,"echo","5964",0.01607
4099919.606,568795.341,3.585,"echo","5965",0.01608
4099918.801,568795.022,3.721,"echo","5966",0.01659
4099918.654,568794.201,3.57,"echo","5967",0.01646
4099919.272,568793.448,3.33,"echo","5968",0.01676
4099920.416,568792.801,3.214,"echo","5969",0.01762
4099921.958,568792.938,3.189,"echo","5970",0.01792
4099923.49,568792.696,3.12,"echo","5971",0.0187
4099924.939,568792.765,3.054,"echo","5972",0.01835
4099926.277,568792.902,3.086,"echo","5973",0.01727
4099927.473,568792.974,3.094,"echo","5974",0.01742
4099928.711,568793.239,3.072,"echo","5975",0.01755
4099930.081,568793.305,3.139,"echo","5976",0.01768
4099931.715,568793.857,3.157,"echo","5977",0.01861
4099933.173,568794.043,3.172,"echo","5978",0.01963
4099934.526,568794.093,3.179,"echo","5979",0.01896
4099935.878,568794.309,3.194,"echo","5980",0.02283
4099937.222,568794.502,3.126,"echo","5981",0.02307
4099938.419,568794.539,3.166,"echo","5982",0.02322
4099939.604,568794.613,3.152,"echo","5983",0.0235
4099940.952,568794.623,3.122,"echo","5984",0.02212
4099942.477,568794.699,3.098,"echo","5985",0.02244
4099943.971,568794.73,3.078,"echo","5986",0.02239
4099945.29,568794.602,3.083,"echo","5987",0.02252
4099946.534,568794.408,3.091,"echo","5988",0.02305
